goos: linux
goarch: amd64
pkg: github.com/ajnavarro/super-blockstore
cpu: 11th Gen Intel(R) Core(TM) i7-1195G7 @ 2.90GHz
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=10000/ACTION=NonExistingKey/ITER=3-8                	    2662	    416620 ns/op	  513358 B/op	    1589 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=DiskUsage-8                           	   57398	     20099 ns/op	   7998556 disk	    6793 B/op	      87 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=Read100EventlyDistributed/ITER=1-8    	   13988	     84712 ns/op	    9600 B/op	     300 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=Read100EventlyDistributed/ITER=2-8    	   13995	     84981 ns/op	    9600 B/op	     300 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=Read100EventlyDistributed/ITER=3-8    	   13926	     84820 ns/op	    9600 B/op	     300 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=Read100ConsecutiveKeys/ITER=1-8       	   13974	     85028 ns/op	    9600 B/op	     300 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=Read100ConsecutiveKeys/ITER=2-8       	   13930	     85014 ns/op	    9600 B/op	     300 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=Read100ConsecutiveKeys/ITER=3-8       	   13915	     85621 ns/op	    9600 B/op	     300 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=NonExistingKey/ITER=1-8               	    1071	   1049145 ns/op	 4711335 B/op	    1589 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=NonExistingKey/ITER=2-8               	    1004	   1022131 ns/op	 4711336 B/op	    1589 allocs/op
BenchmarkCompareDatastores/DS=superBlockstore/P=262144/N=100000/ACTION=NonExistingKey/ITER=3-8               	    1101	   1076486 ns/op	 4711342 B/op	    1589 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/ACTION=WriteOnBatch-8                                              	 1000000	      1057 ns/op	     198 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/ACTION=Write-8                                                     	  787448	      1576 ns/op	      69 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=DiskUsage-8                                           	 3627417	       327.5 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=Read100EventlyDistributed/ITER=1-8                    	    8066	    150474 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=Read100EventlyDistributed/ITER=2-8                    	    7736	    150108 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=Read100EventlyDistributed/ITER=3-8                    	    7491	    150968 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=Read100ConsecutiveKeys/ITER=1-8                       	    7728	    150146 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=Read100ConsecutiveKeys/ITER=2-8                       	    7873	    150357 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=Read100ConsecutiveKeys/ITER=3-8                       	    7873	    149793 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=NonExistingKey/ITER=1-8                               	 1000000	      1110 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=NonExistingKey/ITER=2-8                               	 1000000	      1107 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100/ACTION=NonExistingKey/ITER=3-8                               	 1000000	      1105 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=DiskUsage-8                                          	 3618547	       331.1 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=Read100EventlyDistributed/ITER=1-8                   	    7845	    154630 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=Read100EventlyDistributed/ITER=2-8                   	    7556	    154960 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=Read100EventlyDistributed/ITER=3-8                   	    7588	    155361 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=Read100ConsecutiveKeys/ITER=1-8                      	    7693	    154753 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=Read100ConsecutiveKeys/ITER=2-8                      	    7620	    156351 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=Read100ConsecutiveKeys/ITER=3-8                      	    7431	    155177 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=NonExistingKey/ITER=1-8                              	  912709	      1261 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=NonExistingKey/ITER=2-8                              	  894276	      1259 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=1000/ACTION=NonExistingKey/ITER=3-8                              	  926112	      1269 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=DiskUsage-8                                         	 3713748	       331.6 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=Read100EventlyDistributed/ITER=1-8                  	    7618	    160160 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=Read100EventlyDistributed/ITER=2-8                  	    7478	    158116 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=Read100EventlyDistributed/ITER=3-8                  	    7207	    160408 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=Read100ConsecutiveKeys/ITER=1-8                     	    6976	    162323 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=Read100ConsecutiveKeys/ITER=2-8                     	    7051	    160824 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=Read100ConsecutiveKeys/ITER=3-8                     	    7173	    160693 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=NonExistingKey/ITER=1-8                             	  992457	      1157 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=NonExistingKey/ITER=2-8                             	  989164	      1166 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=10000/ACTION=NonExistingKey/ITER=3-8                             	  983002	      1162 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=DiskUsage-8                                        	 3618598	       327.9 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=Read100EventlyDistributed/ITER=1-8                 	    6580	    180375 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=Read100EventlyDistributed/ITER=2-8                 	    6163	    178950 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=Read100EventlyDistributed/ITER=3-8                 	    6499	    182608 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=Read100ConsecutiveKeys/ITER=1-8                    	    6247	    182137 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=Read100ConsecutiveKeys/ITER=2-8                    	    6489	    181470 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=Read100ConsecutiveKeys/ITER=3-8                    	    6501	    180023 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=NonExistingKey/ITER=1-8                            	  777832	      1465 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=NonExistingKey/ITER=2-8                            	  806456	      1474 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=10/N=100000/ACTION=NonExistingKey/ITER=3-8                            	  786525	      1455 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/ACTION=WriteOnBatch-8                                          	 1000000	      1092 ns/op	     198 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/ACTION=Write-8                                                 	  749702	      1616 ns/op	      67 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=DiskUsage-8                                       	 3499767	       339.1 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=Read100EventlyDistributed/ITER=1-8                	    7837	    154184 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=Read100EventlyDistributed/ITER=2-8                	    7922	    153098 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=Read100EventlyDistributed/ITER=3-8                	    7735	    151097 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=Read100ConsecutiveKeys/ITER=1-8                   	    8055	    150916 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=Read100ConsecutiveKeys/ITER=2-8                   	    7810	    150941 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=Read100ConsecutiveKeys/ITER=3-8                   	    7814	    150451 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=NonExistingKey/ITER=1-8                           	 1000000	      1093 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=NonExistingKey/ITER=2-8                           	 1000000	      1100 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100/ACTION=NonExistingKey/ITER=3-8                           	  984068	      1097 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=DiskUsage-8                                      	 3580120	       334.5 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=Read100EventlyDistributed/ITER=1-8               	    7843	    155955 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=Read100EventlyDistributed/ITER=2-8               	    7291	    155992 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=Read100EventlyDistributed/ITER=3-8               	    7182	    155554 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=Read100ConsecutiveKeys/ITER=1-8                  	    6816	    157323 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=Read100ConsecutiveKeys/ITER=2-8                  	    7452	    157417 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=Read100ConsecutiveKeys/ITER=3-8                  	    6898	    155712 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=NonExistingKey/ITER=1-8                          	  840214	      1316 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=NonExistingKey/ITER=2-8                          	  876948	      1324 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=1000/ACTION=NonExistingKey/ITER=3-8                          	  861666	      1311 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=DiskUsage-8                                     	 3642037	       325.2 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=Read100EventlyDistributed/ITER=1-8              	    7524	    160240 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=Read100EventlyDistributed/ITER=2-8              	    7195	    159927 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=Read100EventlyDistributed/ITER=3-8              	    7058	    159796 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=Read100ConsecutiveKeys/ITER=1-8                 	    6745	    160901 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=Read100ConsecutiveKeys/ITER=2-8                 	    7042	    160649 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=Read100ConsecutiveKeys/ITER=3-8                 	    7402	    159738 ns/op	   11201 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=NonExistingKey/ITER=1-8                         	  930172	      1251 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=NonExistingKey/ITER=2-8                         	  934860	      1254 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=10000/ACTION=NonExistingKey/ITER=3-8                         	  876604	      1258 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=DiskUsage-8                                    	 3719782	       325.6 ns/op	         0 disk	       0 B/op	       0 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=Read100EventlyDistributed/ITER=1-8             	    6622	    182000 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=Read100EventlyDistributed/ITER=2-8             	    6520	    180582 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=Read100EventlyDistributed/ITER=3-8             	    6607	    181789 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=Read100ConsecutiveKeys/ITER=1-8                	    6480	    179813 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=Read100ConsecutiveKeys/ITER=2-8                	    6583	    182724 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=Read100ConsecutiveKeys/ITER=3-8                	    6421	    183121 ns/op	   11200 B/op	     400 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=NonExistingKey/ITER=1-8                        	  795600	      1488 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=NonExistingKey/ITER=2-8                        	  772833	      1503 ns/op	      48 B/op	       1 allocs/op
BenchmarkCompareDatastores/DS=pebble/P=262144/N=100000/ACTION=NonExistingKey/ITER=3-8                        	  759573	      1475 ns/op	      48 B/op	       1 allocs/op
PASS
ok  	github.com/ajnavarro/super-blockstore	1480.750s
